dwarven;mk_wooden_arrow;1;1666;1;[1864(4)],[1869(2)];17;500;[1666(1)],[57(5400000)];30;100;
dwarven;mk_broad_sword;2;1786;1;[2005(1)],[1869(18)],[1870(18)];3;1;[1786(1)],[57(5400000)];30;100;
dwarven;mk_willow_staff;3;1787;1;[2006(1)],[1869(12)],[1872(24)],[1864(12)];8;1;[1787(1)],[57(5400000)];30;100;
dwarven;mk_bow;4;1788;1;[2007(1)],[1869(20)],[1878(4)],[1866(4)];14;1;[1788(1)],[57(5400000)];30;100;
dwarven;mk_cedar_staff;5;1789;1;[2008(2)],[1869(55)],[1872(110)],[1864(55)];9;1;[1789(1)],[57(5400000)];45;100;
dwarven;mk_dirk;6;1790;1;[2009(2)],[1869(80)],[1870(80)];216;1;[1790(1)],[57(5400000)];45;100;
dwarven;mk_brandish;7;1791;1;[2010(2)],[1869(110)],[1870(55)];1333;1;[1791(1)],[57(5400000)];45;100;
dwarven;mk_short_spear;8;1792;1;[2011(3)],[1869(220)],[1870(110)],[1866(55)];15;1;[1792(1)],[57(5400000)];60;100;
dwarven;mk_sword_of_reflexion;9;1793;1;[2012(3)],[1869(200)],[1870(200)];120;1;[1793(1)],[57(5400000)];60;100;
dwarven;mk_bow_of_forest;10;1794;1;[2013(3)],[1869(225)],[1878(45)],[1866(45)];272;1;[1794(1)],[57(5400000)];60;100;
dwarven;mk_leather_shoes;11;1795;1;[1921(2)],[1867(8)],[1866(1)];37;1;[1795(1)],[57(5400000)];45;100;
dwarven;mk_leather_tunic;12;1796;1;[1922(2)],[1867(24)],[1868(12)];429;1;[1796(1)],[57(5400000)];45;100;
dwarven;mk_leather_hose;13;1797;1;[1923(2)],[1867(12)],[1868(12)];464;1;[1797(1)],[57(5400000)];45;100;
dwarven;mk_leather_helmet;14;1798;1;[1924(3)],[1866(15)],[1867(12)];44;1;[1798(1)],[57(5400000)];60;100;
dwarven;mk_leather_gloves;15;1799;1;[1925(3)],[1867(24)],[1866(3)];50;1;[1799(1)],[57(5400000)];60;100;
dwarven;mk_piece_bone_breastplate;16;1800;1;[1926(3)],[1883(3)],[1869(30)];25;1;[1800(1)],[57(5400000)];63;100;
dwarven;mk_piece_bone_gaiters;17;1801;1;[1928(3)],[1883(2)],[1872(14)];32;1;[1801(1)],[57(5400000)];63;100;
dwarven;mk_necklace_of_anguish;18;1802;1;[1896(2)],[1864(20)],[1865(4)];907;1;[1802(1)],[57(5400000)];45;100;
dwarven;mk_necklace_of_wisdom;19;1803;1;[1897(3)],[1864(50)],[1865(10)];908;1;[1803(1)],[57(5400000)];60;100;
dwarven;mk_soulshot_d;20;1804;2;[1785(3)],[1458(1)];1463;156;[1804(1)],[57(5400000)];40;100;
dwarven;mk_soulshot_c;21;1805;4;[1785(15)],[1459(1)];1464;476;[1805(1)],[57(5400000)];70;100;
dwarven;mk_soulshot_b;22;1806;6;[1785(54)],[1460(1)];1465;450;[1806(1)],[57(5400000)];100;100;
dwarven;mk_soulshot_a;23;1807;7;[1785(36)],[1461(1)];1466;300;[1807(1)],[57(5400000)];120;100;
dwarven;mk_soulshot_s;24;1808;8;[1785(40)],[1462(1)];1467;350;[1808(1)],[57(5400000)];150;100;
dwarven;mk_leather;25;1814;1;[1867(6)];1882;1;[1814(1)],[57(5400000)];10;100;
dwarven;mk_cord;26;1817;2;[1880(2)],[1868(25)];1884;20;[1817(1)],[57(5400000)];20;100;
dwarven;mk_oriharukon;27;1825;4;[1888(1)],[1873(12)],[1874(4)];1893;1;[1825(1)],[57(5400000)];40;100;
dwarven;mk_braided_hemp;28;2135;1;[1864(5)];1878;1;[2135(1)],[57(5400000)];10;100;
dwarven;mk_cokes;29;2136;1;[1870(3)],[1871(3)];1879;1;[2136(1)],[57(5400000)];10;100;
dwarven;mk_steel;30;2137;1;[1865(5)],[1869(5)];1880;1;[2137(1)],[57(5400000)];10;100;
dwarven;mk_coarse_bone_powder;31;2138;1;[1872(10)];1881;1;[2138(1)],[57(5400000)];10;100;
dwarven;mk_steel_mold;32;2139;2;[1878(5)],[1869(5)],[1870(5)];1883;1;[2139(1)],[57(5400000)];20;100;
dwarven;mk_high_grade_suede;33;2140;2;[1881(1)],[1866(3)];1885;1;[2140(1)],[57(5400000)];20;100;
dwarven;mk_silver_mold;34;2141;2;[1878(5)],[1879(5)],[1873(10)];1886;1;[2141(1)],[57(5400000)];20;100;
dwarven;mk_varnish_of_purity;35;2142;2;[1881(3)],[1865(3)],[1875(1)];1887;1;[2142(1)],[57(5400000)];20;100;
dwarven;mk_synthesis_cokes;36;2143;2;[1879(3)],[1874(1)];1888;1;[2143(1)],[57(5400000)];20;100;
dwarven;mk_compound_braid;37;2144;2;[1878(5)],[1868(5)];1889;1;[2144(1)],[57(5400000)];20;100;
dwarven;mk_mithirl_alloy;38;2145;4;[1887(1)],[1880(2)],[1876(1)];1890;1;[2145(1)],[57(5400000)];40;100;
dwarven;mk_artisan's_frame;39;2146;4;[1883(1)],[1887(5)],[1877(10)];1891;1;[2146(1)],[57(5400000)];40;100;
dwarven;mk_blacksmith's_frame;40;2147;4;[1886(1)],[1887(5)],[1876(10)];1892;1;[2147(1)],[57(5400000)];40;100;
dwarven;mk_crafted_leather;41;2148;4;[1884(4)],[1882(4)],[1870(4)];1894;1;[2148(1)],[57(5400000)];40;100;
dwarven;mk_metallic_fiber;42;2149;4;[1884(20)],[1873(15)];1895;20;[2149(1)],[57(5400000)];40;100;
dwarven;mk_blue_diamond_necklace;43;2150;1;[1898(3)],[1864(80)],[1865(16)];909;1;[2150(1)],[57(5400000)];72;100;
dwarven;mk_necklace_of_devotion;44;2151;2;[1899(4)],[1886(1)],[1878(15)],[1865(3)],[2130(2)];910;1;[2151(1)],[57(5400000)];84;100;
dwarven;mk_enchanted_necklace;45;2152;2;[1900(5)],[1886(1)],[1878(15)],[1865(3)],[1458(18)],[2130(3)];911;1;[2152(1)],[57(5400000)];96;100;
dwarven;mk_tiger'seye_earing;46;2153;3;[1901(6)],[1886(1)],[1884(30)],[1865(6)],[1458(22)],[2130(4)];849;1;[2153(1)],[57(5400000)];108;100;
dwarven;mk_elven_earing;47;2154;3;[1902(7)],[1886(1)],[1884(60)],[1865(12)],[1458(30)],[2130(6)];850;1;[2154(1)],[57(5400000)];120;100;
dwarven;mk_elven_ring;48;2155;3;[1903(7)],[1886(1)],[1884(30)],[1865(6)],[1458(20)],[2130(4)];881;1;[2155(1)],[57(5400000)];120;100;
dwarven;mk_elven_necklace;49;2156;3;[1904(7)],[1886(1)],[1878(70)],[1865(14)],[1458(38)],[2130(9)];913;1;[2156(1)],[57(5400000)];120;100;
dwarven;mk_onyxbeast'seye_earing;50;2157;4;[1905(8)],[1886(1)],[1884(90)],[1865(18)],[1458(40)],[2130(8)];851;1;[2157(1)],[57(5400000)];129;100;
dwarven;mk_mithril_ring;51;2158;4;[1906(8)],[1886(1)],[1884(50)],[1865(10)],[1458(25)],[2130(5)];882;1;[2158(1)],[57(5400000)];129;100;
dwarven;mk_necklace_of_darkness;52;2159;4;[1907(8)],[1886(1)],[1878(90)],[1865(18)],[1458(50)],[2130(12)];914;1;[2159(1)],[57(5400000)];129;100;
dwarven;mk_moonstone_earing;53;2160;4;[1908(8)],[1892(1)],[1895(5)],[1887(1)],[1458(30)],[2131(4)];852;1;[2160(1)],[57(5400000)];138;100;
dwarven;mk_aquastone_ring;54;2161;4;[1909(8)],[1886(1)],[1895(15)],[1887(3)],[1458(25)],[2131(2)];883;1;[2161(1)],[57(5400000)];138;100;
